Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
751-000180,B,Yangon,Normal,Male,Electronic accessories,60.6,9,0.0975,598.58,28/04/2022,16:10:19,Credit card,245.48,58.99,353.1,4.4
751-000181,C,Mandalay,Normal,Female,Book and media,94.54,3,0.065,302.06,28/04/2022,15:08:01,Credit card,143.18,52.6,158.88,9.4
751-000182,B,Mandalay,Normal,Male,Electronic accessories,288.31,8,0.051,2424.11,28/04/2022,04:00:03,E wallet,1085.03,55.24,1339.08,9.3
751-000183,C,Naypyidaw,Member,Male,Book and media,155.22,3,0.0716,499.0,29/04/2022,03:53:57,Cash,289.97,41.89,209.03,9.1
751-000184,B,Yangon,Member,Female,Health and beauty,469.77,6,0.0517,2964.34,30/04/2022,02:08:21,Credit card,1036.93,65.02,1927.41,9.1
751-000185,C,Yangon,Member,Male,Food and beverages,411.18,4,0.0977,1805.41,30/04/2022,22:11:09,E wallet,658.25,63.54,1147.16,6.9
751-000186,A,Naypyidaw,Normal,Male,Food and beverages,491.95,8,0.0605,4173.7,01/05/2022,01:42:09,Cash,2272.16,45.56,1901.54,5.1
751-000187,C,Yangon,Member,Female,Sports and outdoors,137.24,6,0.0894,897.06,02/05/2022,21:05:49,Cash,367.53,59.03,529.53,6.9
751-000188,C,Mandalay,Member,Male,Book and media,485.16,8,0.0887,4225.55,02/05/2022,01:29:01,Credit card,1497.96,64.55,2727.59,7.0
751-000189,C,Naypyidaw,Member,Female,Electronic accessories,221.3,1,0.0609,234.78,03/05/2022,09:15:11,E wallet,95.72,59.23,139.06,6.9
751-000190,C,Naypyidaw,Member,Male,Food and beverages,180.28,6,0.0811,1169.4,04/05/2022,00:52:07,Credit card,592.77,49.31,576.63,7.2
751-000191,B,Yangon,Member,Male,Clothing and accessories,34.67,1,0.0524,36.49,05/05/2022,15:49:12,E wallet,14.71,59.68,21.78,5.5
751-000192,A,Naypyidaw,Normal,Male,Food and beverages,35.85,1,0.0742,38.51,06/05/2022,14:52:43,Cash,20.68,46.31,17.83,6.2
751-000193,C,Yangon,Member,Male,Home and lifestyle,349.09,8,0.0507,2934.31,06/05/2022,07:09:45,E wallet,1480.36,49.55,1453.95,6.6
751-000194,B,Yangon,Normal,Male,Home and lifestyle,234.39,7,0.0961,1798.4,06/05/2022,04:49:18,E wallet,949.56,47.2,848.84,4.8
751-000195,A,Yangon,Normal,Male,Food and beverages,121.0,3,0.0988,398.86,07/05/2022,14:37:58,E wallet,172.67,56.71,226.19,6.7
751-000196,A,Yangon,Normal,Male,Book and media,310.85,6,0.0611,1979.06,08/05/2022,10:52:42,E wallet,1123.12,43.25,855.94,8.9
751-000197,A,Yangon,Normal,Male,Sports and outdoors,133.9,9,0.0604,1277.89,09/05/2022,19:19:20,E wallet,408.92,68.0,868.97,9.0
751-000198,A,Naypyidaw,Normal,Female,Food and beverages,293.04,7,0.0877,2231.18,10/05/2022,17:56:49,Credit card,1115.37,50.01,1115.81,6.5
751-000199,C,Mandalay,Member,Female,Health and beauty,186.01,3,0.0627,593.02,11/05/2022,09:33:25,E wallet,316.85,46.57,276.17,7.1
751-000200,C,Mandalay,Member,Male,Electronic accessories,413.54,6,0.0948,2716.46,11/05/2022,08:45:50,E wallet,1225.12,54.9,1491.34,4.2
751-000201,B,Naypyidaw,Member,Male,Sports and outdoors,412.14,4,0.0787,1778.3,11/05/2022,09:54:03,Cash,919.2,48.31,859.1,8.0
751-000202,B,Naypyidaw,Normal,Female,Health and beauty,243.9,3,0.0675,781.09,12/05/2022,05:13:03,E wallet,343.29,56.05,437.8,6.4
751-000203,B,Mandalay,Member,Male,Sports and outdoors,181.9,9,0.0916,1787.06,13/05/2022,14:47:38,Cash,885.31,50.46,901.75,6.7
751-000204,A,Mandalay,Member,Male,Health and beauty,187.65,2,0.0747,403.33,13/05/2022,16:18:50,Credit card,226.03,43.96,177.3,9.2
751-000205,A,Mandalay,Normal,Female,Electronic accessories,404.8,1,0.0956,443.5,14/05/2022,16:05:28,Credit card,230.71,47.98,212.79,6.8
751-000206,C,Mandalay,Normal,Male,Electronic accessories,170.81,2,0.0964,374.55,15/05/2022,10:15:29,E wallet,175.48,53.15,199.07,4.1
751-000207,A,Mandalay,Normal,Male,Home and lifestyle,112.44,7,0.0583,832.97,15/05/2022,07:10:06,Credit card,492.2,40.91,340.77,5.4
751-000208,A,Yangon,Normal,Female,Book and media,51.5,1,0.0501,54.08,17/05/2022,21:24:18,E wallet,19.94,63.12,34.14,6.9
751-000209,A,Naypyidaw,Member,Male,Health and beauty,238.68,6,0.0992,1574.14,18/05/2022,09:40:35,Credit card,650.91,58.65,923.23,6.5
751-000210,B,Yangon,Normal,Male,Home and lifestyle,246.24,7,0.0953,1887.95,19/05/2022,22:46:12,E wallet,792.18,58.04,1095.77,9.2
751-000211,B,Mandalay,Normal,Female,Health and beauty,422.05,9,0.0528,3999.01,19/05/2022,01:01:15,E wallet,1744.37,56.38,2254.64,7.3
751-000212,C,Mandalay,Member,Male,Home and lifestyle,118.41,8,0.0917,1034.15,20/05/2022,08:27:12,Cash,437.34,57.71,596.81,8.1
751-000213,A,Mandalay,Member,Female,Electronic accessories,196.69,6,0.0729,1266.17,23/05/2022,02:40:12,Cash,404.67,68.04,861.5,6.8
751-000214,A,Yangon,Normal,Male,Sports and outdoors,406.12,3,0.0629,1294.99,23/05/2022,20:31:53,Cash,773.63,40.26,521.36,6.6
751-000215,C,Yangon,Member,Male,Clothing and accessories,413.58,8,0.0939,3619.32,24/05/2022,01:07:58,Cash,2119.84,41.43,1499.48,6.7
751-000216,A,Mandalay,Normal,Female,Home and lifestyle,198.46,7,0.0598,1472.3,24/05/2022,08:47:01,E wallet,798.87,45.74,673.43,6.5
751-000217,A,Yangon,Normal,Female,Health and beauty,234.97,3,0.0974,773.57,24/05/2022,05:31:53,Credit card,425.31,45.02,348.26,7.2
751-000218,B,Yangon,Member,Male,Health and beauty,158.61,9,0.0603,1513.57,24/05/2022,07:57:27,E wallet,825.8,45.44,687.77,5.5
751-000219,C,Mandalay,Member,Female,Clothing and accessories,466.95,2,0.0807,1009.27,25/05/2022,04:40:00,Cash,402.09,60.16,607.18,9.3
751-000220,C,Yangon,Normal,Female,Book and media,68.14,3,0.0612,216.93,25/05/2022,08:09:54,Cash,100.27,53.78,116.66,6.0
751-000221,C,Naypyidaw,Normal,Male,Electronic accessories,467.54,2,0.0773,1007.36,25/05/2022,03:34:09,Credit card,304.73,69.75,702.63,4.9
751-000222,C,Naypyidaw,Normal,Male,Health and beauty,345.09,1,0.0842,374.15,26/05/2022,14:10:13,Cash,199.01,46.81,175.14,4.6
751-000223,B,Naypyidaw,Member,Male,Food and beverages,270.47,4,0.0595,1146.25,26/05/2022,05:11:44,E wallet,580.92,49.32,565.33,4.1
751-000224,B,Naypyidaw,Normal,Female,Sports and outdoors,26.0,5,0.076,139.88,27/05/2022,16:15:34,E wallet,42.62,69.53,97.26,6.5
751-000225,A,Mandalay,Normal,Female,Home and lifestyle,243.04,6,0.0735,1565.42,28/05/2022,01:10:40,E wallet,548.68,64.95,1016.74,5.1
751-000226,A,Mandalay,Normal,Female,Book and media,209.8,5,0.0536,1105.23,29/05/2022,02:28:17,E wallet,507.41,54.09,597.82,4.1
751-000227,A,Mandalay,Normal,Female,Clothing and accessories,89.0,1,0.0909,97.09,30/05/2022,19:46:13,E wallet,42.1,56.64,54.99,7.1
751-000228,A,Naypyidaw,Normal,Male,Sports and outdoors,331.64,3,0.0668,1061.38,31/05/2022,01:48:53,Credit card,368.3,65.3,693.08,8.1
751-000229,B,Naypyidaw,Member,Female,Electronic accessories,485.86,1,0.0787,524.1,31/05/2022,07:41:57,E wallet,238.83,54.43,285.27,4.5
751-000230,C,Yangon,Normal,Male,Book and media,285.47,5,0.0757,1535.4,01/06/2022,17:29:24,Cash,826.35,46.18,709.05,6.8
751-000231,B,Yangon,Normal,Female,Home and lifestyle,360.23,5,0.0757,1937.5,02/06/2022,18:07:27,Cash,681.03,64.85,1256.47,8.5
751-000232,A,Naypyidaw,Normal,Male,Home and lifestyle,43.54,6,0.0554,275.71,03/06/2022,07:30:02,Cash,120.95,56.13,154.76,9.9
751-000233,B,Naypyidaw,Normal,Male,Clothing and accessories,214.66,8,0.0712,1839.55,03/06/2022,02:43:21,Cash,1019.29,44.59,820.26,8.0
751-000234,C,Naypyidaw,Member,Male,Food and beverages,67.02,1,0.0726,71.89,04/06/2022,16:35:16,Credit card,32.23,55.17,39.66,5.5
751-000235,C,Naypyidaw,Member,Female,Clothing and accessories,310.27,4,0.0867,1348.68,06/06/2022,13:50:08,Cash,641.97,52.4,706.71,8.3
751-000236,B,Yangon,Member,Male,Electronic accessories,469.86,1,0.092,513.09,07/06/2022,20:11:36,Credit card,172.86,66.31,340.23,7.6
751-000237,B,Naypyidaw,Normal,Male,Book and media,334.27,9,0.0772,3240.68,09/06/2022,10:19:34,Cash,1821.91,43.78,1418.77,5.3
751-000238,B,Yangon,Normal,Female,Book and media,47.63,7,0.0543,351.51,09/06/2022,20:46:45,Credit card,118.6,66.26,232.91,9.1
751-000239,A,Naypyidaw,Member,Male,Health and beauty,183.79,7,0.0618,1366.04,09/06/2022,10:51:07,Credit card,609.66,55.37,756.38,6.6
751-000240,B,Naypyidaw,Member,Female,Food and beverages,279.83,5,0.0582,1480.58,10/06/2022,03:26:43,Credit card,708.75,52.13,771.83,9.8
751-000241,B,Naypyidaw,Member,Female,Food and beverages,207.57,7,0.0562,1534.65,10/06/2022,07:37:46,Cash,846.21,44.86,688.44,8.3
751-000242,B,Yangon,Normal,Male,Book and media,418.49,2,0.0683,894.15,10/06/2022,11:47:47,Credit card,348.54,61.02,545.61,
751-000243,C,Yangon,Normal,Male,Book and media,409.19,4,0.0615,1737.42,11/06/2022,20:51:19,E wallet,559.45,67.8,1177.97,8.4
751-000244,C,Mandalay,Member,Female,Sports and outdoors,309.8,7,0.0609,2300.67,12/06/2022,03:10:12,E wallet,1121.35,51.26,1179.32,6.9
751-000245,A,Naypyidaw,Member,Male,Sports and outdoors,192.99,3,0.0527,609.48,12/06/2022,08:03:11,Cash,321.5,47.25,287.98,7.0
751-000246,A,Mandalay,Member,Female,Sports and outdoors,135.11,2,0.0509,283.97,14/06/2022,08:12:47,E wallet,123.1,56.65,160.87,9.1
751-000247,C,Mandalay,Normal,Female,Food and beverages,61.88,2,0.0551,130.58,15/06/2022,05:41:12,E wallet,47.15,63.89,83.43,8.1
751-000248,C,Yangon,Normal,Female,Health and beauty,183.9,1,0.0586,194.68,16/06/2022,06:27:57,E wallet,116.59,40.11,78.09,9.4
751-000249,C,Yangon,Normal,Male,Home and lifestyle,212.45,5,0.0715,1138.2,16/06/2022,18:23:18,Cash,467.34,58.94,670.86,9.3
751-000250,B,Mandalay,Member,Female,Sports and outdoors,341.15,6,0.0755,2201.44,17/06/2022,16:12:12,Cash,926.81,57.9,1274.63,9.9
751-000251,B,Naypyidaw,Member,Male,Health and beauty,332.5,6,0.057,2108.71,17/06/2022,20:01:09,E wallet,1064.06,49.54,1044.65,8.2
751-000252,C,Yangon,Normal,Male,Clothing and accessories,44.35,9,0.0712,427.57,17/06/2022,21:12:57,Cash,198.65,53.54,228.92,7.0
751-000253,B,Naypyidaw,Member,Male,Electronic accessories,203.68,4,0.0671,869.39,19/06/2022,08:32:13,Credit card,457.21,47.41,412.18,5.0
751-000254,B,Naypyidaw,Normal,Male,Sports and outdoors,99.07,1,0.0592,104.93,20/06/2022,15:19:14,E wallet,38.09,63.7,66.84,8.2
751-000255,A,Mandalay,Member,Female,Clothing and accessories,86.84,6,0.0503,547.25,21/06/2022,00:16:23,Cash,224.15,59.04,323.1,5.7
751-000256,C,Mandalay,Member,Male,Home and lifestyle,415.38,5,0.0734,2229.34,21/06/2022,12:58:46,Cash,981.36,55.98,1247.98,5.7
751-000257,C,Mandalay,Member,Female,Electronic accessories,30.54,6,0.0843,198.69,22/06/2022,15:15:01,E wallet,95.81,51.78,102.88,5.4
751-000258,B,Mandalay,Member,Female,Electronic accessories,215.4,3,0.0613,685.81,22/06/2022,16:31:42,Cash,351.55,48.74,334.26,9.3
751-000259,C,Yangon,Normal,Male,Home and lifestyle,92.42,2,0.0566,195.3,22/06/2022,07:51:02,E wallet,68.98,64.68,126.32,9.2
751-000260,A,Yangon,Member,Female,Sports and outdoors,440.87,6,0.0944,2894.93,23/06/2022,11:19:15,Cash,1344.98,53.54,1549.95,7.8
751-000261,A,Mandalay,Normal,Female,Food and beverages,282.95,1,0.0638,301.0,25/06/2022,13:15:58,Credit card,135.33,55.04,165.67,6.8
751-000262,A,Yangon,Normal,Male,Home and lifestyle,123.38,7,0.0612,916.52,26/06/2022,20:48:42,E wallet,406.75,55.62,509.77,
751-000263,C,Mandalay,Normal,Female,Home and lifestyle,256.19,7,0.0929,1959.93,26/06/2022,16:50:53,Credit card,912.35,53.45,1047.58,7.6
751-000264,C,Naypyidaw,Member,Female,Home and lifestyle,368.43,7,0.0909,2813.44,27/06/2022,00:29:58,E wallet,1471.99,47.68,1341.45,6.5
751-000265,C,Naypyidaw,Normal,Female,Electronic accessories,479.48,1,0.0724,514.19,29/06/2022,11:14:17,Cash,289.95,43.61,224.24,6.3
751-000266,C,Naypyidaw,Normal,Female,Health and beauty,118.02,4,0.0745,507.25,30/06/2022,22:13:29,Credit card,289.34,42.96,217.91,6.3
751-000267,C,Mandalay,Normal,Male,Clothing and accessories,444.23,7,0.0609,3298.99,01/07/2022,00:44:14,Cash,1229.86,62.72,2069.13,7.5
751-000268,A,Naypyidaw,Member,Female,Food and beverages,467.81,9,0.0539,4437.22,02/07/2022,06:14:51,E wallet,2364.59,46.71,2072.63,7.9
751-000269,B,Yangon,Member,Female,Sports and outdoors,459.05,5,0.0787,2475.89,03/07/2022,09:45:37,E wallet,1444.19,41.67,1031.7,6.7
751-000270,A,Naypyidaw,Normal,Female,Sports and outdoors,321.35,2,0.0549,677.98,03/07/2022,13:55:56,E wallet,244.55,63.93,433.43,9.8
751-000271,C,Naypyidaw,Member,Female,Clothing and accessories,318.61,7,0.0725,2391.96,05/07/2022,21:43:10,E wallet,1324.67,44.62,1067.29,4.5
751-000272,A,Naypyidaw,Normal,Male,Health and beauty,207.57,1,0.097,227.7,06/07/2022,19:53:23,E wallet,93.93,58.75,133.77,6.1
751-000273,C,Yangon,Normal,Female,Home and lifestyle,378.67,7,0.0976,2909.4,07/07/2022,18:01:21,Credit card,1450.04,50.16,1459.36,6.5
751-000274,C,Mandalay,Member,Male,Food and beverages,270.33,6,0.062,1722.54,08/07/2022,19:32:07,E wallet,968.24,43.79,754.3,4.1
751-000275,A,Yangon,Normal,Female,Sports and outdoors,341.94,7,0.0812,2587.94,09/07/2022,13:08:33,Cash,1231.08,52.43,1356.86,6.2
751-000276,C,Mandalay,Member,Male,Clothing and accessories,219.94,3,0.0737,708.45,09/07/2022,22:04:54,Credit card,421.95,40.44,286.5,5.6
751-000277,B,Mandalay,Member,Male,Book and media,368.43,3,0.0938,1208.97,09/07/2022,07:15:53,Cash,420.36,65.23,788.61,7.0
751-000278,C,Naypyidaw,Normal,Male,Clothing and accessories,413.99,7,0.0636,3082.24,09/07/2022,15:44:51,E wallet,1374.68,55.4,1707.56,6.0
751-000279,B,Mandalay,Member,Male,Sports and outdoors,81.75,2,0.0502,171.71,09/07/2022,14:00:21,Cash,95.87,44.17,75.84,8.4
751-000280,B,Yangon,Member,Male,Home and lifestyle,418.14,1,0.0581,442.43,10/07/2022,02:37:53,Credit card,234.0,47.11,208.43,7.1
751-000281,C,Yangon,Normal,Female,Book and media,274.75,9,0.0675,2639.66,10/07/2022,13:35:17,Credit card,1229.03,53.44,1410.63,4.8
751-000282,A,Mandalay,Normal,Female,Health and beauty,423.89,9,0.0658,4066.04,11/07/2022,14:40:17,Credit card,2209.08,45.67,1856.96,8.5
751-000283,B,Naypyidaw,Member,Female,Food and beverages,221.34,7,0.0896,1688.2,11/07/2022,02:09:48,Cash,876.85,48.06,811.35,4.6
751-000284,A,Naypyidaw,Member,Male,Health and beauty,195.73,7,0.084,1485.2,11/07/2022,06:46:00,Credit card,653.04,56.03,832.16,9.0
751-000285,B,Yangon,Normal,Female,Health and beauty,458.38,3,0.065,1464.52,11/07/2022,10:48:04,Cash,512.87,64.98,951.65,9.6
751-000286,C,Naypyidaw,Member,Male,Clothing and accessories,133.07,2,0.0729,285.54,13/07/2022,06:18:56,E wallet,136.89,52.06,148.65,5.9
751-000287,C,Mandalay,Member,Male,Food and beverages,423.66,7,0.0548,3128.14,13/07/2022,14:34:46,E wallet,1204.02,61.51,1924.12,9.6
751-000288,B,Mandalay,Member,Female,Food and beverages,247.17,9,0.0949,2435.64,14/07/2022,04:54:11,Cash,820.81,66.3,1614.83,8.8
751-000289,C,Yangon,Member,Female,Sports and outdoors,261.91,1,0.0968,287.26,14/07/2022,19:36:02,Credit card,153.71,46.49,133.55,9.5
751-000290,B,Mandalay,Member,Male,Sports and outdoors,161.15,4,0.099,708.42,14/07/2022,08:57:40,Cash,253.47,64.22,454.95,8.0
751-000291,C,Yangon,Member,Male,Food and beverages,290.79,6,0.0934,1907.7,15/07/2022,06:25:01,Cash,711.19,62.72,1196.51,5.4
751-000292,A,Mandalay,Member,Female,Book and media,169.35,7,0.0587,1255.04,15/07/2022,22:22:58,Cash,618.61,50.71,636.43,9.4
751-000293,C,Yangon,Normal,Female,Electronic accessories,29.24,7,0.0523,215.38,17/07/2022,20:15:08,E wallet,65.28,69.69,150.1,5.1
751-000294,A,Naypyidaw,Normal,Female,Sports and outdoors,143.28,2,0.079,309.2,20/07/2022,12:27:26,Cash,161.16,47.88,148.04,5.3
751-000295,C,Mandalay,,Female,Electronic accessories,13.13,4,0.0956,57.54,20/07/2022,18:51:16,E wallet,30.13,47.64,27.41,5.6
751-000296,A,Mandalay,Normal,Male,Clothing and accessories,489.39,5,0.0589,2591.08,20/07/2022,05:35:00,Cash,954.29,63.17,1636.79,5.8
751-000297,C,Yangon,Normal,Female,Book and media,483.22,1,0.0504,507.57,21/07/2022,17:50:08,E wallet,238.35,53.04,269.22,7.1
751-000298,A,Yangon,Member,Female,Food and beverages,203.63,1,0.0903,222.02,22/07/2022,12:39:54,Cash,111.19,49.92,110.83,8.3
751-000299,B,Mandalay,Member,Female,Book and media,366.9,3,0.0538,1159.92,22/07/2022,12:14:42,Cash,633.78,45.36,526.14,9.6
751-000300,B,Yangon,Member,Male,Sports and outdoors,179.44,3,0.0707,576.38,23/07/2022,11:45:03,Credit card,213.49,62.96,362.89,4.5
751-000301,A,Mandalay,Member,Male,Health and beauty,338.84,8,0.0839,2938.15,24/07/2022,00:23:35,Credit card,1069.78,63.59,1868.37,9.7
751-000302,C,Naypyidaw,Normal,Male,Clothing and accessories,404.66,9,0.0618,3867.01,25/07/2022,18:40:09,Cash,1662.81,57.0,2204.2,9.5
751-000303,A,Yangon,Member,Male,Food and beverages,473.91,1,0.0542,499.6,26/07/2022,03:19:40,Cash,156.27,68.72,343.33,4.3
751-000304,C,Mandalay,Member,Female,Home and lifestyle,206.1,2,0.0885,448.68,26/07/2022,12:43:10,Cash,226.4,49.54,222.28,6.2
751-000305,B,Naypyidaw,Normal,Male,Clothing and accessories,393.82,2,0.0815,851.83,27/07/2022,11:17:29,Cash,454.96,46.59,396.87,8.9
751-000306,C,Naypyidaw,Member,Female,Electronic accessories,140.3,4,0.0994,616.98,31/07/2022,11:47:36,Credit card,244.82,60.32,372.16,7.7
751-000307,B,Mandalay,Member,Female,Book and media,495.26,2,0.0672,1057.08,01/08/2022,19:24:11,E wallet,393.76,62.75,663.32,8.7
751-000308,C,Yangon,Normal,Female,Food and beverages,22.63,7,0.0531,166.82,02/08/2022,20:24:10,Cash,88.83,46.75,77.99,8.3
751-000309,C,Mandalay,Member,Female,Clothing and accessories,305.73,9,0.0867,2990.13,03/08/2022,08:49:24,Credit card,1725.31,42.3,1264.82,7.0
751-000310,C,Naypyidaw,Member,Male,Book and media,333.16,7,0.0761,2509.59,03/08/2022,02:51:31,Cash,895.42,64.32,1614.17,4.2
751-000311,A,Mandalay,Member,Male,Food and beverages,347.14,6,0.0607,2209.27,04/08/2022,16:13:00,Cash,678.25,69.3,1531.02,7.5
751-000312,A,Yangon,Member,Male,Sports and outdoors,68.99,1,0.0891,75.14,05/08/2022,16:24:58,E wallet,30.55,59.34,44.59,4.3
751-000313,B,Naypyidaw,Member,Female,Clothing and accessories,469.88,9,0.0602,4483.5,05/08/2022,07:04:04,Cash,2316.18,48.34,2167.32,7.6
751-000314,B,Mandalay,Normal,Female,Sports and outdoors,98.78,5,0.063,525.02,05/08/2022,08:34:18,Cash,158.03,69.9,366.99,8.8
751-000315,A,Yangon,Normal,Female,Clothing and accessories,315.15,5,0.0546,1661.79,05/08/2022,22:08:53,E wallet,551.71,66.8,1110.08,7.5
751-000316,B,Naypyidaw,Normal,Female,Sports and outdoors,119.11,6,0.07,764.69,06/08/2022,17:15:32,E wallet,341.05,55.4,423.64,10.0
751-000317,A,Yangon,Normal,Female,Book and media,160.54,9,0.0709,1547.3,06/08/2022,01:13:45,E wallet,545.27,64.76,1002.03,6.7
751-000318,C,Naypyidaw,Normal,Male,Home and lifestyle,277.76,8,0.0757,2390.29,08/08/2022,00:25:57,E wallet,849.27,64.47,1541.02,
751-000319,B,Mandalay,Normal,Female,Clothing and accessories,214.42,8,0.0854,1861.85,08/08/2022,15:14:25,Credit card,595.05,68.04,1266.8,8.0
751-000320,B,Yangon,Member,Male,Clothing and accessories,88.51,8,0.0953,775.56,08/08/2022,14:43:15,Credit card,269.66,65.23,505.9,9.9
751-000321,A,Naypyidaw,Normal,Female,Sports and outdoors,93.76,1,0.0569,99.09,08/08/2022,13:28:23,Credit card,40.32,59.31,58.77,8.3
751-000322,B,Yangon,Normal,Female,Food and beverages,214.89,1,0.0527,226.21,11/08/2022,14:54:14,Cash,94.37,58.28,131.84,5.0
751-000323,B,Yangon,Member,Male,Clothing and accessories,381.07,8,0.0509,3203.73,11/08/2022,18:07:33,E wallet,1473.08,54.02,1730.65,9.7
751-000324,C,Mandalay,Member,Male,Sports and outdoors,450.0,5,0.0572,2378.7,11/08/2022,01:26:09,E wallet,980.26,58.79,1398.44,8.0
751-000325,B,Yangon,Normal,Female,Health and beauty,51.22,9,0.0829,499.2,12/08/2022,02:22:48,Credit card,180.41,63.86,318.79,4.4
751-000326,C,Naypyidaw,Member,Female,Sports and outdoors,202.62,2,0.0864,440.25,13/08/2022,07:27:22,Cash,136.17,69.07,304.08,7.9
751-000327,A,Naypyidaw,Normal,Female,Book and media,59.12,9,0.0893,579.59,13/08/2022,03:13:52,Cash,266.5,54.02,313.09,9.3
751-000328,B,Naypyidaw,Member,Female,Home and lifestyle,18.13,8,0.0622,154.06,13/08/2022,09:28:00,Cash,65.92,57.21,88.14,7.5
751-000329,C,Naypyidaw,Normal,Male,Health and beauty,334.24,9,0.0653,3204.59,13/08/2022,03:31:32,Credit card,1495.26,53.34,1709.33,6.1
751-000330,A,Mandalay,Member,Female,Book and media,305.2,4,0.0742,1311.38,14/08/2022,16:25:16,Cash,523.9,60.05,787.48,8.9
751-000331,B,Yangon,Member,Male,Book and media,89.88,1,0.0532,94.66,15/08/2022,06:22:31,Cash,38.91,58.9,55.75,8.7
751-000332,A,Mandalay,Normal,Female,Book and media,124.57,1,0.0806,134.61,15/08/2022,19:14:12,Cash,80.04,40.54,54.57,7.3
751-000333,B,Yangon,Normal,Male,Food and beverages,21.62,5,0.0992,118.82,16/08/2022,01:18:23,E wallet,52.01,56.23,66.81,4.9
751-000334,A,Yangon,Normal,Male,Book and media,419.12,2,0.068,895.24,17/08/2022,12:23:10,Credit card,513.42,42.65,381.82,5.5
751-000335,A,Yangon,Normal,Female,Food and beverages,487.6,8,0.0876,4242.51,17/08/2022,21:14:09,E wallet,2511.99,40.79,1730.52,8.4
751-000336,C,Mandalay,Normal,Male,Book and media,76.38,5,0.075,410.54,17/08/2022,08:26:08,E wallet,148.86,63.74,261.68,8.8
751-000337,A,Yangon,Member,Female,Electronic accessories,123.42,5,0.0564,651.9,18/08/2022,19:27:00,Credit card,340.55,47.76,311.35,5.7
751-000338,B,Mandalay,Normal,Male,Health and beauty,435.52,2,0.0791,939.94,18/08/2022,16:30:43,E wallet,467.9,50.22,472.04,6.2
751-000339,B,Naypyidaw,Normal,Female,Electronic accessories,463.97,7,0.065,3458.9,19/08/2022,09:36:28,Cash,2008.93,41.92,1449.97,4.5
751-000340,C,Naypyidaw,Member,Male,Book and media,215.62,8,0.0517,1814.14,19/08/2022,17:46:37,Cash,990.7,45.39,823.44,8.3
751-000341,B,Yangon,Member,Female,Health and beauty,34.81,1,0.0817,37.65,19/08/2022,06:48:05,Cash,13.94,62.97,23.71,4.0
751-000342,B,Mandalay,Normal,Female,Health and beauty,29.3,2,0.0929,64.04,19/08/2022,07:11:52,Cash,28.94,54.81,35.1,4.3
751-000343,B,Naypyidaw,Member,Male,Clothing and accessories,291.24,4,0.0672,1243.25,21/08/2022,13:43:54,Credit card,417.48,66.42,825.77,4.0
751-000344,A,Mandalay,Member,Male,Home and lifestyle,202.52,5,0.0695,1082.98,21/08/2022,09:53:19,E wallet,520.7,51.92,562.28,7.9
751-000345,A,Mandalay,Normal,Male,Electronic accessories,24.04,2,0.0946,52.63,21/08/2022,14:30:06,E wallet,27.34,48.06,25.29,
751-000346,B,Yangon,Member,Male,Home and lifestyle,295.79,1,0.0907,322.62,21/08/2022,08:09:09,Cash,159.92,50.43,162.7,5.8
751-000347,C,Naypyidaw,Member,Female,Health and beauty,15.54,9,0.0857,151.85,21/08/2022,15:38:27,Cash,58.64,61.38,93.21,9.5
751-000348,A,Yangon,Normal,Male,Food and beverages,395.81,1,0.0624,420.51,21/08/2022,04:54:02,E wallet,182.29,56.65,238.22,5.2
751-000349,C,Yangon,Normal,Female,Health and beauty,160.15,4,0.0955,701.78,22/08/2022,17:42:14,Credit card,230.68,67.13,471.1,6.3
751-000350,B,Naypyidaw,Member,Male,Home and lifestyle,29.73,2,0.0577,62.89,23/08/2022,20:51:36,E wallet,26.37,58.07,36.52,9.6
751-000351,B,Naypyidaw,Member,Female,Electronic accessories,298.29,4,0.0813,1290.16,24/08/2022,11:03:46,Cash,583.28,54.79,706.88,6.6
751-000352,A,Mandalay,Normal,Female,Book and media,204.87,8,0.0514,1723.2,25/08/2022,08:38:41,Cash,627.76,63.57,1095.44,7.3
751-000353,B,Naypyidaw,Member,Female,Clothing and accessories,487.16,8,0.0822,4217.64,27/08/2022,22:44:39,Credit card,1331.51,68.43,2886.13,4.5
751-000354,A,Mandalay,Member,Female,Clothing and accessories,276.66,9,0.0639,2649.05,27/08/2022,11:21:23,E wallet,1306.51,50.68,1342.54,8.7
751-000355,B,Mandalay,Member,Male,Clothing and accessories,144.87,5,0.0725,776.87,29/08/2022,18:57:25,Credit card,407.86,47.5,369.01,6.5
751-000356,B,Mandalay,Normal,Male,Book and media,357.63,7,0.0673,2671.89,30/08/2022,00:15:21,Credit card,1109.1,58.49,1562.79,8.8
751-000357,A,Naypyidaw,Member,Female,Clothing and accessories,143.03,3,0.0586,454.23,30/08/2022,16:56:49,Cash,204.54,54.97,249.69,5.5
751-000358,A,Yangon,Member,Male,Electronic accessories,453.08,4,0.0811,1959.3,31/08/2022,10:17:06,E wallet,594.06,69.68,1365.24,6.5
751-000359,A,Mandalay,Normal,Male,Book and media,193.61,9,0.0941,1906.46,31/08/2022,17:25:07,Cash,879.45,53.87,1027.01,8.7
751-000360,B,Yangon,Member,Female,Clothing and accessories,279.44,1,0.098,306.83,01/09/2022,05:29:38,E wallet,177.26,42.23,129.57,9.8
